Store,Sales  Date Time,Product,Gallons
Jumbo 663,2019-12-11 16:00:00.000,DSL,2031.35
Jumbo 663,2019-12-11 15:00:00.000,DSL,2205.54
Jumbo 663,2019-12-11 14:00:00.000,DSL,2475.71
Jumbo 663,2019-12-11 13:00:00.000,DSL,2879.35
Jumbo 663,2019-12-11 12:00:00.000,DSL,1903.86
Jumbo 663,2019-12-11 11:00:00.000,DSL,2195.81
Jumbo 663,2019-12-11 10:00:00.000,DSL,2584.17
Jumbo 663,2019-12-11 09:00:00.000,DSL,1553.63
Jumbo 663,2019-12-11 08:00:00.000,DSL,1935.8
Jumbo 663,2019-12-11 07:00:00.000,DSL,1358.76
Jumbo 663,2019-12-11 06:00:00.000,DSL,1350.23
Jumbo 663,2019-12-11 05:00:00.000,DSL,627.89
Jumbo 663,2019-12-11 04:00:00.000,DSL,636.36
Jumbo 663,2019-12-11 03:00:00.000,DSL,28.12
Jumbo 663,2019-12-11 02:00:00.000,DSL,698.04
Jumbo 663,2019-12-11 01:00:00.000,DSL,667.76
Jumbo 663,2019-12-11 00:00:00.000,DSL,561.8
Jumbo 663,2019-12-10 23:00:00.000,DSL,228.77
Jumbo 663,2019-12-10 22:00:00.000,DSL,1241.86
Jumbo 663,2019-12-10 21:00:00.000,DSL,1088.14
Jumbo 663,2019-12-10 20:00:00.000,DSL,1358.26
Jumbo 663,2019-12-10 19:00:00.000,DSL,1477.89
Jumbo 663,2019-12-10 18:00:00.000,DSL,2121.19
Jumbo 663,2019-12-10 17:00:00.000,DSL,1563.81
Jumbo 663,2019-12-10 16:00:00.000,DSL,1361.4
Jumbo 663,2019-12-10 15:00:00.000,DSL,2212.73
Jumbo 663,2019-12-10 14:00:00.000,DSL,2517.02
Jumbo 663,2019-12-10 13:00:00.000,DSL,2356.59
Jumbo 663,2019-12-10 12:00:00.000,DSL,2680.07
Jumbo 663,2019-12-10 11:00:00.000,DSL,2748.08
Jumbo 663,2019-12-10 10:00:00.000,DSL,3624.22
Jumbo 663,2019-12-10 09:00:00.000,DSL,1644.55
Jumbo 663,2019-12-10 08:00:00.000,DSL,2010.7
Jumbo 663,2019-12-10 07:00:00.000,DSL,1826.69
Jumbo 663,2019-12-10 06:00:00.000,DSL,1450.07
Jumbo 663,2019-12-10 05:00:00.000,DSL,872.68
Jumbo 663,2019-12-10 04:00:00.000,DSL,373.41
Jumbo 663,2019-12-10 03:00:00.000,DSL,723.37
Jumbo 663,2019-12-10 02:00:00.000,DSL,376.53
Jumbo 663,2019-12-10 01:00:00.000,DSL,316.29
Jumbo 663,2019-12-10 00:00:00.000,DSL,694.86
Jumbo 663,2019-12-09 23:00:00.000,DSL,755.58
Jumbo 663,2019-12-09 22:00:00.000,DSL,1169.07
Jumbo 663,2019-12-09 21:00:00.000,DSL,1095.98
Jumbo 663,2019-12-09 20:00:00.000,DSL,709.97
Jumbo 663,2019-12-09 19:00:00.000,DSL,1207.5
Jumbo 663,2019-12-09 18:00:00.000,DSL,1291.21
Jumbo 663,2019-12-09 17:00:00.000,DSL,1897.37
Jumbo 663,2019-12-09 16:00:00.000,DSL,1954.7
Jumbo 663,2019-12-09 15:00:00.000,DSL,1689.93
Jumbo 663,2019-12-09 14:00:00.000,DSL,1948.95
Jumbo 663,2019-12-09 13:00:00.000,DSL,2089.11
Jumbo 663,2019-12-09 12:00:00.000,DSL,1842.19
Jumbo 663,2019-12-09 11:00:00.000,DSL,1309.62
Jumbo 663,2019-12-09 10:00:00.000,DSL,1323.6
Jumbo 663,2019-12-09 09:00:00.000,DSL,1056.47
Jumbo 663,2019-12-09 08:00:00.000,DSL,1105.18
Jumbo 663,2019-12-09 07:00:00.000,DSL,893.16
Jumbo 663,2019-12-09 06:00:00.000,DSL,1763.62
Jumbo 663,2019-12-09 05:00:00.000,DSL,640.2
Jumbo 663,2019-12-09 04:00:00.000,DSL,405.44
Jumbo 663,2019-12-09 03:00:00.000,DSL,240.1
Jumbo 663,2019-12-09 02:00:00.000,DSL,291.3
Jumbo 663,2019-12-09 01:00:00.000,DSL,254.86
Jumbo 663,2019-12-09 00:00:00.000,DSL,613.72
Jumbo 663,2019-12-08 23:00:00.000,DSL,630.52
Jumbo 663,2019-12-08 22:00:00.000,DSL,591.01
Jumbo 663,2019-12-08 21:00:00.000,DSL,363.88
Jumbo 663,2019-12-08 20:00:00.000,DSL,307.18
Jumbo 663,2019-12-08 19:00:00.000,DSL,1148.02
Jumbo 663,2019-12-08 18:00:00.000,DSL,613.22
Jumbo 663,2019-12-08 17:00:00.000,DSL,882.76
Jumbo 663,2019-12-08 16:00:00.000,DSL,651.51
Jumbo 663,2019-12-08 15:00:00.000,DSL,932.52
Jumbo 663,2019-12-08 14:00:00.000,DSL,1413.58
Jumbo 663,2019-12-08 13:00:00.000,DSL,1195.4
Jumbo 663,2019-12-08 12:00:00.000,DSL,774.9
Jumbo 663,2019-12-08 11:00:00.000,DSL,536.03
Jumbo 663,2019-12-08 10:00:00.000,DSL,1050.71
Jumbo 663,2019-12-08 09:00:00.000,DSL,804.78
Jumbo 663,2019-12-08 08:00:00.000,DSL,903.22
Jumbo 663,2019-12-08 07:00:00.000,DSL,453.77
Jumbo 663,2019-12-08 06:00:00.000,DSL,261.92
Jumbo 663,2019-12-08 05:00:00.000,DSL,261.44
Jumbo 663,2019-12-08 04:00:00.000,DSL,284.21
Jumbo 663,2019-12-08 03:00:00.000,DSL,64.65
Jumbo 663,2019-12-08 02:00:00.000,DSL,554.59
Jumbo 663,2019-12-08 01:00:00.000,DSL,0.0
Jumbo 663,2019-12-08 00:00:00.000,DSL,178.38
Jumbo 663,2019-12-07 23:00:00.000,DSL,147.38
Jumbo 663,2019-12-07 22:00:00.000,DSL,262.61
Jumbo 663,2019-12-07 21:00:00.000,DSL,218.33
Jumbo 663,2019-12-07 20:00:00.000,DSL,253.48
Jumbo 663,2019-12-07 19:00:00.000,DSL,533.7
Jumbo 663,2019-12-07 18:00:00.000,DSL,999.68
Jumbo 663,2019-12-07 17:00:00.000,DSL,1028.3
Jumbo 663,2019-12-07 16:00:00.000,DSL,1418.62
Jumbo 663,2019-12-07 15:00:00.000,DSL,1531.25
Jumbo 663,2019-12-07 14:00:00.000,DSL,1281.74
Jumbo 663,2019-12-07 13:00:00.000,DSL,944.54
Jumbo 663,2019-12-07 12:00:00.000,DSL,1643.82
Jumbo 663,2019-12-07 11:00:00.000,DSL,1374.06
Jumbo 663,2019-12-07 10:00:00.000,DSL,2278.68
Jumbo 663,2019-12-07 09:00:00.000,DSL,742.7
Jumbo 663,2019-12-07 08:00:00.000,DSL,708.78
Jumbo 663,2019-12-07 07:00:00.000,DSL,1442.56
Jumbo 663,2019-12-07 06:00:00.000,DSL,806.21
Jumbo 663,2019-12-07 05:00:00.000,DSL,234.86
Jumbo 663,2019-12-07 04:00:00.000,DSL,144.23
Jumbo 663,2019-12-07 03:00:00.000,DSL,822.51
Jumbo 663,2019-12-07 02:00:00.000,DSL,656.16
Jumbo 663,2019-12-07 01:00:00.000,DSL,511.6
Jumbo 663,2019-12-07 00:00:00.000,DSL,279.91
Jumbo 663,2019-12-06 23:00:00.000,DSL,466.03
Jumbo 663,2019-12-06 22:00:00.000,DSL,532.59
Jumbo 663,2019-12-06 21:00:00.000,DSL,629.26
Jumbo 663,2019-12-06 20:00:00.000,DSL,1062.21
Jumbo 663,2019-12-06 19:00:00.000,DSL,911.45
Jumbo 663,2019-12-06 18:00:00.000,DSL,1545.44
Jumbo 663,2019-12-06 17:00:00.000,DSL,1608.17
Jumbo 663,2019-12-06 16:00:00.000,DSL,1510.25
Jumbo 663,2019-12-06 15:00:00.000,DSL,1757.26
Jumbo 663,2019-12-06 14:00:00.000,DSL,1790.75
Jumbo 663,2019-12-06 13:00:00.000,DSL,957.14
Jumbo 663,2019-12-06 12:00:00.000,DSL,2080.13
Jumbo 663,2019-12-06 11:00:00.000,DSL,2057.89
Jumbo 663,2019-12-06 10:00:00.000,DSL,2839.56
Jumbo 663,2019-12-06 09:00:00.000,DSL,2197.74
Jumbo 663,2019-12-06 08:00:00.000,DSL,1010.29
Jumbo 663,2019-12-06 07:00:00.000,DSL,1031.43
Jumbo 663,2019-12-06 06:00:00.000,DSL,797.1
Jumbo 663,2019-12-06 05:00:00.000,DSL,1132.45
Jumbo 663,2019-12-06 04:00:00.000,DSL,1432.8
Jumbo 663,2019-12-06 03:00:00.000,DSL,944.19
Jumbo 663,2019-12-06 02:00:00.000,DSL,526.69
Jumbo 663,2019-12-06 01:00:00.000,DSL,550.45
Jumbo 663,2019-12-06 00:00:00.000,DSL,513.61
Jumbo 663,2019-12-05 23:00:00.000,DSL,1303.61
Jumbo 663,2019-12-05 22:00:00.000,DSL,893.48
Jumbo 663,2019-12-05 21:00:00.000,DSL,1440.48
Jumbo 663,2019-12-05 20:00:00.000,DSL,1656.2
Jumbo 663,2019-12-05 19:00:00.000,DSL,1648.73
Jumbo 663,2019-12-05 18:00:00.000,DSL,1312.89
Jumbo 663,2019-12-05 17:00:00.000,DSL,1824.75
Jumbo 663,2019-12-05 16:00:00.000,DSL,2024.63
Jumbo 663,2019-12-05 15:00:00.000,DSL,2743.99
Jumbo 663,2019-12-05 14:00:00.000,DSL,2768.76
Jumbo 663,2019-12-05 13:00:00.000,DSL,1871.65
Jumbo 663,2019-12-05 12:00:00.000,DSL,2670.24
Jumbo 663,2019-12-05 11:00:00.000,DSL,3488.86
Jumbo 663,2019-12-05 10:00:00.000,DSL,2527.28
Jumbo 663,2019-12-05 09:00:00.000,DSL,1896.46
Jumbo 663,2019-12-05 08:00:00.000,DSL,2150.34
Jumbo 663,2019-12-05 07:00:00.000,DSL,1104.36
Jumbo 663,2019-12-05 06:00:00.000,DSL,582.4
Jumbo 663,2019-12-05 05:00:00.000,DSL,1048.02
Jumbo 663,2019-12-05 04:00:00.000,DSL,962.2
Jumbo 663,2019-12-05 03:00:00.000,DSL,470.79
Jumbo 663,2019-12-05 02:00:00.000,DSL,616.63
Jumbo 663,2019-12-05 01:00:00.000,DSL,813.9
Jumbo 663,2019-12-05 00:00:00.000,DSL,415.45
Jumbo 663,2019-12-04 23:00:00.000,DSL,419.69
Jumbo 663,2019-12-04 22:00:00.000,DSL,926.21
Jumbo 663,2019-12-04 21:00:00.000,DSL,1419.56
Jumbo 663,2019-12-04 20:00:00.000,DSL,1459.63
Jumbo 663,2019-12-04 19:00:00.000,DSL,1516.56
Jumbo 663,2019-12-04 18:00:00.000,DSL,1570.45
Jumbo 663,2019-12-04 17:00:00.000,DSL,1873.23
Jumbo 663,2019-12-04 16:00:00.000,DSL,2093.09
Jumbo 663,2019-12-04 15:00:00.000,DSL,2120.5
Jumbo 663,2019-12-04 14:00:00.000,DSL,2635.81
Jumbo 663,2019-12-04 13:00:00.000,DSL,1743.72
Jumbo 663,2019-12-04 12:00:00.000,DSL,2884.44
Jumbo 663,2019-12-04 11:00:00.000,DSL,3228.22
Jumbo 663,2019-12-04 10:00:00.000,DSL,1420.39
Jumbo 663,2019-12-04 09:00:00.000,DSL,1721.8
Jumbo 663,2019-12-04 08:00:00.000,DSL,1999.98
Jumbo 663,2019-12-04 07:00:00.000,DSL,2542.06
Jumbo 663,2019-12-04 06:00:00.000,DSL,845.34
Jumbo 663,2019-12-04 05:00:00.000,DSL,605.37
Jumbo 663,2019-12-04 04:00:00.000,DSL,777.93
Jumbo 663,2019-12-04 03:00:00.000,DSL,807.55
Jumbo 663,2019-12-04 02:00:00.000,DSL,1150.59
Jumbo 663,2019-12-04 01:00:00.000,DSL,1081.4
Jumbo 663,2019-12-04 00:00:00.000,DSL,569.57
Jumbo 663,2019-12-03 23:00:00.000,DSL,587.63
Jumbo 663,2019-12-03 22:00:00.000,DSL,477.05
Jumbo 663,2019-12-03 21:00:00.000,DSL,1395.39
Jumbo 663,2019-12-03 20:00:00.000,DSL,1649.97
Jumbo 663,2019-12-03 19:00:00.000,DSL,1567.36
Jumbo 663,2019-12-03 18:00:00.000,DSL,1948.29
Jumbo 663,2019-12-03 17:00:00.000,DSL,1996.5
Jumbo 663,2019-12-03 16:00:00.000,DSL,2204.99
Jumbo 663,2019-12-03 15:00:00.000,DSL,2000.24
Jumbo 663,2019-12-03 14:00:00.000,DSL,2135.76
Jumbo 663,2019-12-03 13:00:00.000,DSL,1701.28
Jumbo 663,2019-12-03 12:00:00.000,DSL,2287.2
Jumbo 663,2019-12-03 11:00:00.000,DSL,2946.07
Jumbo 663,2019-12-03 10:00:00.000,DSL,2350.58
Jumbo 663,2019-12-03 09:00:00.000,DSL,2179.99
Jumbo 663,2019-12-03 08:00:00.000,DSL,1137.08
Jumbo 663,2019-12-03 07:00:00.000,DSL,1998.78
Jumbo 663,2019-12-03 06:00:00.000,DSL,1135.8
Jumbo 663,2019-12-03 05:00:00.000,DSL,1336.51
Jumbo 663,2019-12-03 04:00:00.000,DSL,247.4
Jumbo 663,2019-12-03 03:00:00.000,DSL,496.44
Jumbo 663,2019-12-03 02:00:00.000,DSL,60.41
Jumbo 663,2019-12-03 01:00:00.000,DSL,1120.39
Jumbo 663,2019-12-03 00:00:00.000,DSL,1057.18
Jumbo 663,2019-12-02 23:00:00.000,DSL,471.44
Jumbo 663,2019-12-02 22:00:00.000,DSL,840.77
Jumbo 663,2019-12-02 21:00:00.000,DSL,1202.64
Jumbo 663,2019-12-02 20:00:00.000,DSL,1284.12
Jumbo 663,2019-12-02 19:00:00.000,DSL,1298.21
Jumbo 663,2019-12-02 18:00:00.000,DSL,1402.87
Jumbo 663,2019-12-02 17:00:00.000,DSL,2119.64
Jumbo 663,2019-12-02 16:00:00.000,DSL,1831.22
Jumbo 663,2019-12-02 15:00:00.000,DSL,1926.84
Jumbo 663,2019-12-02 14:00:00.000,DSL,1984.43
Jumbo 663,2019-12-02 13:00:00.000,DSL,2418.98
Jumbo 663,2019-12-02 12:00:00.000,DSL,1516.63
Jumbo 663,2019-12-02 11:00:00.000,DSL,1686.12
Jumbo 663,2019-12-02 10:00:00.000,DSL,1941.48
Jumbo 663,2019-12-02 09:00:00.000,DSL,1863.41
Jumbo 663,2019-12-02 08:00:00.000,DSL,727.48
Jumbo 663,2019-12-02 07:00:00.000,DSL,1128.0
Jumbo 663,2019-12-02 06:00:00.000,DSL,619.18
Jumbo 663,2019-12-02 05:00:00.000,DSL,919.38
Jumbo 663,2019-12-02 04:00:00.000,DSL,451.96
Jumbo 663,2019-12-02 03:00:00.000,DSL,181.67
Jumbo 663,2019-12-02 02:00:00.000,DSL,689.05
Jumbo 663,2019-12-02 01:00:00.000,DSL,447.01
Jumbo 663,2019-12-02 00:00:00.000,DSL,340.99
Jumbo 663,2019-12-01 23:00:00.000,DSL,379.24
Jumbo 663,2019-12-01 22:00:00.000,DSL,576.52
Jumbo 663,2019-12-01 21:00:00.000,DSL,611.02
Jumbo 663,2019-12-01 20:00:00.000,DSL,896.9
Jumbo 663,2019-12-01 19:00:00.000,DSL,410.46
Jumbo 663,2019-12-01 18:00:00.000,DSL,912.0
Jumbo 663,2019-12-01 17:00:00.000,DSL,436.63
Jumbo 663,2019-12-01 16:00:00.000,DSL,1268.82
Jumbo 663,2019-12-01 15:00:00.000,DSL,1087.56
Jumbo 663,2019-12-01 14:00:00.000,DSL,1093.56
Jumbo 663,2019-12-01 13:00:00.000,DSL,1602.97
Jumbo 663,2019-12-01 12:00:00.000,DSL,1504.59
Jumbo 663,2019-12-01 11:00:00.000,DSL,1168.32
Jumbo 663,2019-12-01 10:00:00.000,DSL,723.52
Jumbo 663,2019-12-01 09:00:00.000,DSL,1045.26
Jumbo 663,2019-12-01 08:00:00.000,DSL,385.75
Jumbo 663,2019-12-01 07:00:00.000,DSL,308.82
Jumbo 663,2019-12-01 06:00:00.000,DSL,107.48
Jumbo 663,2019-12-01 05:00:00.000,DSL,326.8
Jumbo 663,2019-12-01 04:00:00.000,DSL,287.66
Jumbo 663,2019-12-01 03:00:00.000,DSL,0.0
Jumbo 663,2019-12-01 02:00:00.000,DSL,346.79
Jumbo 663,2019-12-01 01:00:00.000,DSL,382.71
Jumbo 663,2019-12-01 00:00:00.000,DSL,120.39
Jumbo 663,2019-11-30 23:00:00.000,DSL,96.08
Jumbo 663,2019-11-30 22:00:00.000,DSL,328.04
Jumbo 663,2019-11-30 21:00:00.000,DSL,78.21
Jumbo 663,2019-11-30 20:00:00.000,DSL,353.51
Jumbo 663,2019-11-30 19:00:00.000,DSL,235.93
Jumbo 663,2019-11-30 18:00:00.000,DSL,857.82
Jumbo 663,2019-11-30 17:00:00.000,DSL,296.15
Jumbo 663,2019-11-30 16:00:00.000,DSL,471.33
Jumbo 663,2019-11-30 15:00:00.000,DSL,1026.97
Jumbo 663,2019-11-30 14:00:00.000,DSL,732.37
Jumbo 663,2019-11-30 13:00:00.000,DSL,643.99
Jumbo 663,2019-11-30 12:00:00.000,DSL,675.48
Jumbo 663,2019-11-30 11:00:00.000,DSL,437.61
Jumbo 663,2019-11-30 10:00:00.000,DSL,839.06
Jumbo 663,2019-11-30 09:00:00.000,DSL,855.22
Jumbo 663,2019-11-30 08:00:00.000,DSL,659.2
Jumbo 663,2019-11-30 07:00:00.000,DSL,311.2
Jumbo 663,2019-11-30 06:00:00.000,DSL,395.27
Jumbo 663,2019-11-30 05:00:00.000,DSL,528.62
Jumbo 663,2019-11-30 04:00:00.000,DSL,0.0
Jumbo 663,2019-11-30 03:00:00.000,DSL,135.78
Jumbo 663,2019-11-30 02:00:00.000,DSL,199.4
Jumbo 663,2019-11-30 01:00:00.000,DSL,382.36
Jumbo 663,2019-11-30 00:00:00.000,DSL,408.8
Jumbo 663,2019-11-29 23:00:00.000,DSL,124.5
Jumbo 663,2019-11-29 22:00:00.000,DSL,167.75
Jumbo 663,2019-11-29 21:00:00.000,DSL,320.62
Jumbo 663,2019-11-29 20:00:00.000,DSL,251.42
Jumbo 663,2019-11-29 19:00:00.000,DSL,738.67
Jumbo 663,2019-11-29 18:00:00.000,DSL,173.92
Jumbo 663,2019-11-29 17:00:00.000,DSL,406.24
Jumbo 663,2019-11-29 16:00:00.000,DSL,1068.85
Jumbo 663,2019-11-29 15:00:00.000,DSL,1100.88
Jumbo 663,2019-11-29 14:00:00.000,DSL,438.87
Jumbo 663,2019-11-29 13:00:00.000,DSL,473.08
Jumbo 663,2019-11-29 12:00:00.000,DSL,939.24
Jumbo 663,2019-11-29 11:00:00.000,DSL,796.46
Jumbo 663,2019-11-29 10:00:00.000,DSL,463.12
Jumbo 663,2019-11-29 09:00:00.000,DSL,693.04
Jumbo 663,2019-11-29 08:00:00.000,DSL,356.03
Jumbo 663,2019-11-29 07:00:00.000,DSL,414.36
Jumbo 663,2019-11-29 06:00:00.000,DSL,233.02
Jumbo 663,2019-11-29 05:00:00.000,DSL,445.47
Jumbo 663,2019-11-29 04:00:00.000,DSL,113.01
Jumbo 663,2019-11-29 03:00:00.000,DSL,0.0
Jumbo 663,2019-11-29 02:00:00.000,DSL,121.0
Jumbo 663,2019-11-29 01:00:00.000,DSL,293.09
Jumbo 663,2019-11-29 00:00:00.000,DSL,144.92
Jumbo 663,2019-11-28 23:00:00.000,DSL,179.71
Jumbo 663,2019-11-28 22:00:00.000,DSL,388.74
Jumbo 663,2019-11-28 21:00:00.000,DSL,304.16
Jumbo 663,2019-11-28 20:00:00.000,DSL,527.39
Jumbo 663,2019-11-28 19:00:00.000,DSL,463.95
Jumbo 663,2019-11-28 18:00:00.000,DSL,69.02
Jumbo 663,2019-11-28 17:00:00.000,DSL,218.94
Jumbo 663,2019-11-28 16:00:00.000,DSL,660.16
Jumbo 663,2019-11-28 15:00:00.000,DSL,580.09
Jumbo 663,2019-11-28 14:00:00.000,DSL,522.81
Jumbo 663,2019-11-28 13:00:00.000,DSL,633.14
Jumbo 663,2019-11-28 12:00:00.000,DSL,289.32
Jumbo 663,2019-11-28 11:00:00.000,DSL,905.59
Jumbo 663,2019-11-28 10:00:00.000,DSL,496.11
Jumbo 663,2019-11-28 09:00:00.000,DSL,407.93
Jumbo 663,2019-11-28 08:00:00.000,DSL,942.19
Jumbo 663,2019-11-28 07:00:00.000,DSL,424.6
Jumbo 663,2019-11-28 06:00:00.000,DSL,692.12
Jumbo 663,2019-11-28 05:00:00.000,DSL,452.41
Jumbo 663,2019-11-28 04:00:00.000,DSL,424.24
Jumbo 663,2019-11-28 03:00:00.000,DSL,184.39
Jumbo 663,2019-11-28 02:00:00.000,DSL,331.62
Jumbo 663,2019-11-28 01:00:00.000,DSL,75.01
Jumbo 663,2019-11-28 00:00:00.000,DSL,278.14
Jumbo 663,2019-11-27 23:00:00.000,DSL,367.37
Jumbo 663,2019-11-27 22:00:00.000,DSL,601.58
Jumbo 663,2019-11-27 21:00:00.000,DSL,1119.47
Jumbo 663,2019-11-27 20:00:00.000,DSL,565.32
Jumbo 663,2019-11-27 19:00:00.000,DSL,1236.39
Jumbo 663,2019-11-27 18:00:00.000,DSL,590.52
Jumbo 663,2019-11-27 17:00:00.000,DSL,852.94
Jumbo 663,2019-11-27 16:00:00.000,DSL,2100.78
Jumbo 663,2019-11-27 15:00:00.000,DSL,1336.59
Jumbo 663,2019-11-27 14:00:00.000,DSL,2313.43
Jumbo 663,2019-11-27 13:00:00.000,DSL,1685.18
Jumbo 663,2019-11-27 12:00:00.000,DSL,2004.31
Jumbo 663,2019-11-27 11:00:00.000,DSL,2440.62
Jumbo 663,2019-11-27 10:00:00.000,DSL,1959.01
Jumbo 663,2019-11-27 09:00:00.000,DSL,1771.16
Jumbo 663,2019-11-27 08:00:00.000,DSL,1253.54
Jumbo 663,2019-11-27 07:00:00.000,DSL,1824.75
Jumbo 663,2019-11-27 06:00:00.000,DSL,775.88
Jumbo 663,2019-11-27 05:00:00.000,DSL,681.27
Jumbo 663,2019-11-27 04:00:00.000,DSL,540.66
Jumbo 663,2019-11-27 03:00:00.000,DSL,574.24
Jumbo 663,2019-11-27 02:00:00.000,DSL,297.51
Jumbo 663,2019-11-27 01:00:00.000,DSL,882.47
Jumbo 663,2019-11-27 00:00:00.000,DSL,233.86
Jumbo 663,2019-11-26 23:00:00.000,DSL,214.92
Jumbo 663,2019-11-26 22:00:00.000,DSL,603.07
Jumbo 663,2019-11-26 21:00:00.000,DSL,594.52
Jumbo 663,2019-11-26 20:00:00.000,DSL,678.13
Jumbo 663,2019-11-26 19:00:00.000,DSL,661.39
Jumbo 663,2019-11-26 18:00:00.000,DSL,1067.54
Jumbo 663,2019-11-26 17:00:00.000,DSL,1370.79
Jumbo 663,2019-11-26 16:00:00.000,DSL,1558.22
Jumbo 663,2019-11-26 15:00:00.000,DSL,2121.78
Jumbo 663,2019-11-26 14:00:00.000,DSL,2186.35
Jumbo 663,2019-11-26 13:00:00.000,DSL,2228.04
Jumbo 663,2019-11-26 12:00:00.000,DSL,1650.23
Jumbo 663,2019-11-26 11:00:00.000,DSL,2251.66
Jumbo 663,2019-11-26 10:00:00.000,DSL,2947.35
Jumbo 663,2019-11-26 09:00:00.000,DSL,2444.75
Jumbo 663,2019-11-26 08:00:00.000,DSL,1290.7
Jumbo 663,2019-11-26 07:00:00.000,DSL,1454.95
Jumbo 663,2019-11-26 06:00:00.000,DSL,1671.04
Jumbo 663,2019-11-26 05:00:00.000,DSL,858.41
Jumbo 663,2019-11-26 04:00:00.000,DSL,640.47
Jumbo 663,2019-11-26 03:00:00.000,DSL,862.15
Jumbo 663,2019-11-26 02:00:00.000,DSL,368.28
Jumbo 663,2019-11-26 01:00:00.000,DSL,571.71
Jumbo 663,2019-11-26 00:00:00.000,DSL,586.76
Jumbo 663,2019-11-25 23:00:00.000,DSL,973.99
Jumbo 663,2019-11-25 22:00:00.000,DSL,859.32
Jumbo 663,2019-11-25 21:00:00.000,DSL,1212.75
Jumbo 663,2019-11-25 20:00:00.000,DSL,1187.28
Jumbo 663,2019-11-25 19:00:00.000,DSL,448.14
Jumbo 663,2019-11-25 18:00:00.000,DSL,1421.71
Jumbo 663,2019-11-25 17:00:00.000,DSL,794.05
Jumbo 663,2019-11-25 16:00:00.000,DSL,1630.25
Jumbo 663,2019-11-25 15:00:00.000,DSL,1603.76
Jumbo 663,2019-11-25 14:00:00.000,DSL,2124.57
Jumbo 663,2019-11-25 13:00:00.000,DSL,1743.53
Jumbo 663,2019-11-25 12:00:00.000,DSL,1441.09
Jumbo 663,2019-11-25 11:00:00.000,DSL,1658.03
Jumbo 663,2019-11-25 10:00:00.000,DSL,1254.23
Jumbo 663,2019-11-25 09:00:00.000,DSL,1858.85
Jumbo 663,2019-11-25 08:00:00.000,DSL,1066.33
Jumbo 663,2019-11-25 07:00:00.000,DSL,900.26
Jumbo 663,2019-11-25 06:00:00.000,DSL,1005.19
Jumbo 663,2019-11-25 05:00:00.000,DSL,1059.48
Jumbo 663,2019-11-25 04:00:00.000,DSL,762.67
Jumbo 663,2019-11-25 03:00:00.000,DSL,693.4
Jumbo 663,2019-11-25 02:00:00.000,DSL,212.95
Jumbo 663,2019-11-25 01:00:00.000,DSL,0.0
Jumbo 663,2019-11-25 00:00:00.000,DSL,228.67
Jumbo 663,2019-11-24 23:00:00.000,DSL,262.29
Jumbo 663,2019-11-24 22:00:00.000,DSL,1020.4
Jumbo 663,2019-11-24 21:00:00.000,DSL,139.81
Jumbo 663,2019-11-24 20:00:00.000,DSL,685.37
Jumbo 663,2019-11-24 19:00:00.000,DSL,807.64
Jumbo 663,2019-11-24 18:00:00.000,DSL,880.46
Jumbo 663,2019-11-24 17:00:00.000,DSL,1049.15
Jumbo 663,2019-11-24 16:00:00.000,DSL,993.89
Jumbo 663,2019-11-24 15:00:00.000,DSL,924.94
Jumbo 663,2019-11-24 14:00:00.000,DSL,987.55
Jumbo 663,2019-11-24 13:00:00.000,DSL,961.57
Jumbo 663,2019-11-24 12:00:00.000,DSL,1000.64
Jumbo 663,2019-11-24 11:00:00.000,DSL,1033.53
Jumbo 663,2019-11-24 10:00:00.000,DSL,1322.97
Jumbo 663,2019-11-24 09:00:00.000,DSL,696.14
Jumbo 663,2019-11-24 08:00:00.000,DSL,636.71
Jumbo 663,2019-11-24 07:00:00.000,DSL,791.67
Jumbo 663,2019-11-24 06:00:00.000,DSL,116.67
Jumbo 663,2019-11-24 05:00:00.000,DSL,704.71
Jumbo 663,2019-11-24 04:00:00.000,DSL,33.81
Jumbo 663,2019-11-24 03:00:00.000,DSL,106.63
Jumbo 663,2019-11-24 02:00:00.000,DSL,292.91
Jumbo 663,2019-11-24 01:00:00.000,DSL,0.0
Jumbo 663,2019-11-24 00:00:00.000,DSL,262.78
Jumbo 663,2019-11-23 23:00:00.000,DSL,429.16
Jumbo 663,2019-11-23 22:00:00.000,DSL,532.6
Jumbo 663,2019-11-23 21:00:00.000,DSL,320.58
Jumbo 663,2019-11-23 20:00:00.000,DSL,528.81
Jumbo 663,2019-11-23 19:00:00.000,DSL,361.35
Jumbo 663,2019-11-23 18:00:00.000,DSL,345.25
Jumbo 663,2019-11-23 17:00:00.000,DSL,658.32
Jumbo 663,2019-11-23 16:00:00.000,DSL,672.41
Jumbo 663,2019-11-23 15:00:00.000,DSL,965.13
Jumbo 663,2019-11-23 14:00:00.000,DSL,819.44
Jumbo 663,2019-11-23 13:00:00.000,DSL,471.85
Jumbo 663,2019-11-23 12:00:00.000,DSL,476.27
Jumbo 663,2019-11-23 11:00:00.000,DSL,618.4
Jumbo 663,2019-11-23 10:00:00.000,DSL,784.01
Jumbo 663,2019-11-23 09:00:00.000,DSL,812.82
Jumbo 663,2019-11-23 08:00:00.000,DSL,1064.76
Jumbo 663,2019-11-23 07:00:00.000,DSL,1044.43
Jumbo 663,2019-11-23 06:00:00.000,DSL,863.63
Jumbo 663,2019-11-23 05:00:00.000,DSL,734.98
