Store,Inventory Date Time,Product,Gross Volume,Net Volume,Temperature
Jumbo 663,2020-01-15 10:59:26.000,DSL,38869.001,38963.038,54.522
Jumbo 663,2020-01-15 09:59:46.000,DSL,40856.031,40958.124,54.380666
Jumbo 663,2020-01-15 08:59:56.000,DSL,43679.126,43792.608,54.287666
Jumbo 663,2020-01-15 07:59:26.000,DSL,45205.11,45326.813,54.28
Jumbo 663,2020-01-15 06:58:16.000,DSL,38816.794,38909.88,54.777333
Jumbo 663,2020-01-15 05:59:26.000,DSL,39801.021,39898.983,54.674666
Jumbo 663,2020-01-15 04:59:46.000,DSL,40907.125,41010.27,54.578666
Jumbo 663,2020-01-15 03:59:07.000,DSL,41154.941,41260.48,54.494666
Jumbo 663,2020-01-15 02:59:16.000,DSL,33629.233,33699.187,55.323666
Jumbo 663,2020-01-15 01:55:36.000,DSL,33889.141,33960.358,55.279666
Jumbo 663,2020-01-15 00:57:56.000,DSL,34223.827,34296.581,55.232666
Jumbo 663,2020-01-14 23:56:06.000,DSL,35088.356,35164.527,55.124
Jumbo 663,2020-01-14 22:56:37.000,DSL,35750.31,35829.349,54.973666
Jumbo 663,2020-01-14 21:58:36.000,DSL,28966.687,29015.987,55.982666
Jumbo 663,2020-01-14 20:58:37.000,DSL,29705.43,29757.744,55.865333
Jumbo 663,2020-01-14 19:57:06.000,DSL,31049.324,31106.743,55.692
Jumbo 663,2020-01-14 18:57:36.000,DSL,32132.818,32194.649,55.539
Jumbo 663,2020-01-14 17:59:36.000,DSL,33815.17,33883.33,55.420333
Jumbo 663,2020-01-14 16:59:26.000,DSL,35548.257,35622.761,55.328
Jumbo 663,2020-01-14 15:59:56.000,DSL,29941.401,29997.493,55.453666
Jumbo 663,2020-01-14 14:59:16.000,DSL,31637.329,31699.537,55.258
Jumbo 663,2020-01-14 13:58:26.000,DSL,26533.304,26577.786,56.000333
Jumbo 663,2020-01-14 12:57:37.000,DSL,29434.963,29488.79,55.746666
Jumbo 663,2020-01-14 11:59:36.000,DSL,32593.843,32658.57,55.523333
Jumbo 663,2020-01-14 10:59:56.000,DSL,34707.075,34780.155,55.399666
Jumbo 663,2020-01-14 09:58:56.000,DSL,37783.724,37867.99,55.294333
Jumbo 663,2020-01-14 08:59:46.000,DSL,39659.291,39751.013,55.199
Jumbo 663,2020-01-14 07:59:56.000,DSL,40968.428,41065.872,55.108
Jumbo 663,2020-01-14 06:59:16.000,DSL,42302.236,42410.23,54.791
Jumbo 663,2020-01-14 05:58:16.000,DSL,43001.536,43110.614,54.843
Jumbo 663,2020-01-14 04:59:16.000,DSL,43846.24,43958.631,54.807333
Jumbo 663,2020-01-14 03:56:16.000,DSL,36560.561,36640.676,55.303666
Jumbo 663,2020-01-14 02:57:16.000,DSL,36717.9,36799.068,55.268333
Jumbo 663,2020-01-14 01:58:56.000,DSL,37176.992,37260.385,55.215666
Jumbo 663,2020-01-14 00:55:46.000,DSL,30229.502,30281.607,56.019333
Jumbo 663,2020-01-13 23:57:26.000,DSL,30610.887,30664.628,55.951666
Jumbo 663,2020-01-13 22:59:06.000,DSL,31232.091,31287.887,55.878
Jumbo 663,2020-01-13 21:59:46.000,DSL,32542.296,32602.704,55.729666
Jumbo 663,2020-01-13 20:59:56.000,DSL,33388.545,33452.057,55.635
Jumbo 663,2020-01-13 19:58:16.000,DSL,34937.597,35006.072,55.516
Jumbo 663,2020-01-13 18:57:06.000,DSL,36242.895,36316.167,55.378666
Jumbo 663,2020-01-13 17:59:16.000,DSL,37793.354,37872.287,55.242333
Jumbo 663,2020-01-13 16:59:36.000,DSL,39008.28,39092.327,55.087333
Jumbo 663,2020-01-13 15:59:16.000,DSL,40805.093,40897.91,54.822666
Jumbo 663,2020-01-13 14:59:56.000,DSL,43058.719,43157.739,54.78
Jumbo 663,2020-01-13 13:59:16.000,DSL,45579.184,45686.482,54.682
Jumbo 663,2020-01-13 12:59:56.000,DSL,47901.489,48018.122,54.515333
Jumbo 663,2020-01-13 11:59:26.000,DSL,49966.059,50096.253,54.162666
Jumbo 663,2020-01-13 10:59:36.000,DSL,47043.065,47147.278,55.002666
Jumbo 663,2020-01-13 09:59:16.000,DSL,45819.78,45919.406,55.111333
Jumbo 663,2020-01-13 08:59:46.000,DSL,47255.957,47361.03,55.002666
Jumbo 663,2020-01-13 07:58:56.000,DSL,48531.667,48641.444,54.929
Jumbo 663,2020-01-13 06:57:46.000,DSL,49525.224,49639.387,54.836666
Jumbo 663,2020-01-13 05:59:46.000,DSL,50417.221,50535.049,54.785333
Jumbo 663,2020-01-13 04:56:26.000,DSL,51319.88,51443.634,54.643333
Jumbo 663,2020-01-13 03:58:56.000,DSL,52340.294,52469.611,54.538
Jumbo 663,2020-01-13 02:58:26.000,DSL,45235.671,45330.257,55.519333
Jumbo 663,2020-01-13 01:58:26.000,DSL,45548.216,45644.596,55.474
Jumbo 663,2020-01-13 00:57:26.000,DSL,45908.396,46006.746,55.428
Jumbo 663,2020-01-12 23:58:26.000,DSL,38400.525,38464.887,56.199666
Jumbo 663,2020-01-12 22:55:36.000,DSL,38776.832,38842.8,56.140666
Jumbo 663,2020-01-12 21:56:46.000,DSL,39355.946,39423.937,56.083666
Jumbo 663,2020-01-12 20:59:56.000,DSL,39797.64,39867.47,56.023
Jumbo 663,2020-01-12 19:58:16.000,DSL,40147.172,40219.402,55.915333
Jumbo 663,2020-01-12 18:57:16.000,DSL,41261.076,41337.125,55.815333
Jumbo 663,2020-01-12 17:59:16.000,DSL,43005.232,43086.534,55.728
Jumbo 663,2020-01-12 16:56:36.000,DSL,43893.501,43978.673,55.624333
Jumbo 663,2020-01-12 15:59:56.000,DSL,44576.324,44664.324,55.558333
Jumbo 663,2020-01-12 14:59:16.000,DSL,45174.41,45265.119,55.500333
Jumbo 663,2020-01-12 13:59:46.000,DSL,45938.088,46032.086,55.437
Jumbo 663,2020-01-12 12:59:06.000,DSL,47132.063,47231.269,55.337333
Jumbo 663,2020-01-12 11:59:56.000,DSL,40389.941,40460.39,56.018333
Jumbo 663,2020-01-12 10:59:16.000,DSL,33226.474,33267.543,57.180333
Jumbo 663,2020-01-12 09:58:27.000,DSL,34733.954,34778.881,57.062
Jumbo 663,2020-01-12 08:59:39.000,DSL,35884.073,35931.864,56.980666
Jumbo 663,2020-01-12 07:59:36.000,DSL,36741.17,36791.363,56.893
Jumbo 663,2020-01-12 06:59:46.000,DSL,37423.613,37475.25,56.865333
Jumbo 663,2020-01-12 05:58:57.000,DSL,37870.76,37923.652,56.832666
Jumbo 663,2020-01-12 04:58:16.000,DSL,37905.389,37958.294,56.835333
Jumbo 663,2020-01-12 03:58:46.000,DSL,38027.625,38080.612,56.843666
Jumbo 663,2020-01-12 02:59:06.000,DSL,38126.78,38179.987,56.841333
Jumbo 663,2020-01-12 01:59:26.000,DSL,38270.428,38323.968,56.837666
Jumbo 663,2020-01-12 00:59:16.000,DSL,38267.914,38321.183,56.852666
Jumbo 663,2020-01-11 23:59:16.000,DSL,38379.9,38433.308,56.856666
Jumbo 663,2020-01-11 22:58:46.000,DSL,38698.269,38752.772,56.817333
Jumbo 663,2020-01-11 21:56:56.000,DSL,38919.481,38974.433,56.808666
Jumbo 663,2020-01-11 20:59:06.000,DSL,39350.021,39406.126,56.779
Jumbo 663,2020-01-11 19:59:16.000,DSL,39893.581,39951.607,56.697
Jumbo 663,2020-01-11 18:59:16.000,DSL,40197.836,40256.956,56.570666
Jumbo 663,2020-01-11 17:59:16.000,DSL,32777.999,32827.894,56.527
Jumbo 663,2020-01-11 16:56:06.000,DSL,33575.014,33627.531,56.439666
Jumbo 663,2020-01-11 15:59:36.000,DSL,34973.456,35030.251,56.338333
Jumbo 663,2020-01-11 14:59:56.000,DSL,35605.426,35664.598,56.279666
Jumbo 663,2020-01-11 13:59:06.000,DSL,37113.901,37177.636,56.220666
Jumbo 663,2020-01-11 12:59:46.000,DSL,38233.913,38300.848,56.190666
Jumbo 663,2020-01-11 11:58:26.000,DSL,39126.951,39197.081,56.131
Jumbo 663,2020-01-11 10:59:56.000,DSL,40977.871,41053.581,56.068
Jumbo 663,2020-01-11 09:58:56.000,DSL,34054.167,34114.692,55.971
Jumbo 663,2020-01-11 08:58:46.000,DSL,35357.212,35421.842,55.878333
Jumbo 663,2020-01-11 07:58:46.000,DSL,36315.196,36383.901,55.751333
Jumbo 663,2020-01-11 06:57:16.000,DSL,37076.922,37148.534,55.691
Jumbo 663,2020-01-11 05:57:36.000,DSL,37634.805,37708.526,55.652
Jumbo 663,2020-01-11 04:58:16.000,DSL,38203.074,38279.216,55.597
Jumbo 663,2020-01-11 03:58:16.000,DSL,38671.934,38749.681,55.576
Jumbo 663,2020-01-11 02:59:26.000,DSL,39050.368,39130.598,55.490333
Jumbo 663,2020-01-11 01:59:16.000,DSL,39139.71,39222.85,55.339
Jumbo 663,2020-01-11 00:57:46.000,DSL,39628.82,39710.866,55.476
Jumbo 663,2020-01-10 23:58:36.000,DSL,40077.828,40161.694,55.441
Jumbo 663,2020-01-10 22:55:27.000,DSL,40513.725,40599.585,55.396
Jumbo 663,2020-01-10 21:58:46.000,DSL,41199.297,41288.106,55.336
Jumbo 663,2020-01-10 20:59:16.000,DSL,41955.19,42047.313,55.268666
Jumbo 663,2020-01-10 19:58:46.000,DSL,35392.926,35472.824,54.913333
Jumbo 663,2020-01-10 18:57:16.000,DSL,35906.908,35989.361,54.825333
Jumbo 663,2020-01-10 17:58:56.000,DSL,37904.75,37994.402,54.714666
Jumbo 663,2020-01-10 16:59:56.000,DSL,39092.005,39186.977,54.616333
Jumbo 663,2020-01-10 15:57:16.000,DSL,40536.094,40637.105,54.524333
Jumbo 663,2020-01-10 14:58:56.000,DSL,41753.875,41860.178,54.441
Jumbo 663,2020-01-10 13:59:46.000,DSL,36233.327,36329.775,53.978666
Jumbo 663,2020-01-10 12:59:16.000,DSL,38715.362,38821.546,53.811
Jumbo 663,2020-01-10 11:59:56.000,DSL,41102.652,41218.902,53.640666
Jumbo 663,2020-01-10 10:59:26.000,DSL,42968.989,43093.645,53.486
Jumbo 663,2020-01-10 09:58:56.000,DSL,45113.751,45248.338,53.304333
Jumbo 663,2020-01-10 08:59:17.000,DSL,47313.589,47457.803,53.174666
Jumbo 663,2020-01-10 07:59:56.000,DSL,48906.508,49058.667,53.041666
Jumbo 663,2020-01-10 06:58:56.000,DSL,50401.138,50560.988,52.933
Jumbo 663,2020-01-10 05:58:36.000,DSL,51505.031,51671.847,52.812333
Jumbo 663,2020-01-10 04:58:47.000,DSL,44575.24,44712.618,53.268666
Jumbo 663,2020-01-10 03:59:17.000,DSL,37137.058,37242.108,53.554333
Jumbo 663,2020-01-10 02:56:26.000,DSL,38112.25,38222.106,53.44
Jumbo 663,2020-01-10 01:59:27.000,DSL,38662.873,38776.084,53.334666
Jumbo 663,2020-01-10 00:58:16.000,DSL,39190.924,39307.554,53.228666
Jumbo 663,2020-01-09 23:58:26.000,DSL,38427.632,38540.491,53.228
Jumbo 663,2020-01-09 22:58:36.000,DSL,24978.738,25030.339,54.898666
Jumbo 663,2020-01-09 21:59:16.000,DSL,25449.766,25504.297,54.711333
Jumbo 663,2020-01-09 20:59:26.000,DSL,26196.145,26253.966,54.566333
Jumbo 663,2020-01-09 19:55:46.000,DSL,27475.718,27539.724,54.276333
Jumbo 663,2020-01-09 18:58:36.000,DSL,28648.047,28717.362,54.079333
Jumbo 663,2020-01-09 17:58:46.000,DSL,30400.608,30477.34,53.860666
Jumbo 663,2020-01-09 16:59:56.000,DSL,32750.964,32837.911,53.612333
Jumbo 663,2020-01-09 15:59:46.000,DSL,34031.193,34124.631,53.398333
Jumbo 663,2020-01-09 14:59:56.000,DSL,36031.055,36133.372,53.231
Jumbo 663,2020-01-09 13:50:57.000,DSL,36058.834,36162.794,53.106666
Jumbo 663,2020-01-09 12:59:17.000,DSL,30447.986,30532.487,53.386
Jumbo 663,2020-01-09 11:59:57.000,DSL,32532.429,32626.977,53.152666
Jumbo 663,2020-01-09 10:58:17.000,DSL,28264.867,28338.475,54.238666
Jumbo 663,2020-01-09 09:59:41.000,DSL,30662.154,30748.106,54.032
Jumbo 663,2020-01-09 08:58:37.000,DSL,28473.569,28537.734,55.078
Jumbo 663,2020-01-09 07:58:37.000,DSL,26563.827,26616.198,55.438666
Jumbo 663,2020-01-09 06:55:38.000,DSL,27800.221,27857.295,55.277333
Jumbo 663,2020-01-09 05:57:37.000,DSL,29151.08,29213.393,55.112666
Jumbo 663,2020-01-09 04:58:27.000,DSL,30224.419,30291.607,54.923666
Jumbo 663,2020-01-09 03:57:37.000,DSL,31009.122,31079.982,54.801333
Jumbo 663,2020-01-09 02:57:17.000,DSL,31289.035,31361.963,54.692666
Jumbo 663,2020-01-09 01:57:47.000,DSL,31978.205,32054.575,54.573333
Jumbo 663,2020-01-09 00:59:27.000,DSL,32386.204,32464.835,54.492333
Jumbo 663,2020-01-08 23:59:48.000,DSL,32739.764,32820.976,54.376333
Jumbo 663,2020-01-08 22:56:07.000,DSL,33623.621,33709.48,54.233666
Jumbo 663,2020-01-08 21:57:27.000,DSL,34996.659,35089.427,54.099
Jumbo 663,2020-01-08 20:58:57.000,DSL,35527.547,35623.226,54.039333
Jumbo 663,2020-01-08 19:56:38.000,DSL,36329.648,36430.173,53.926333
Jumbo 663,2020-01-08 18:57:48.000,DSL,37087.717,37192.805,53.825
Jumbo 663,2020-01-08 17:59:47.000,DSL,30808.88,30880.664,54.564333
Jumbo 663,2020-01-08 16:59:49.000,DSL,32372.364,32451.15,54.314333
Jumbo 663,2020-01-08 15:59:57.000,DSL,34382.044,34469.386,54.108666
Jumbo 663,2020-01-08 14:58:08.000,DSL,37184.485,37283.585,53.940666
Jumbo 663,2020-01-08 13:59:57.000,DSL,38958.705,39066.496,53.811
Jumbo 663,2020-01-08 12:58:07.000,DSL,40341.911,40457.474,53.662
Jumbo 663,2020-01-08 11:59:27.000,DSL,35391.112,35478.211,54.345666
Jumbo 663,2020-01-08 10:59:27.000,DSL,37265.823,37361.031,54.132
Jumbo 663,2020-01-08 09:57:58.000,DSL,40013.144,40119.718,53.932666
Jumbo 663,2020-01-08 08:58:47.000,DSL,41607.294,41721.448,53.766666
Jumbo 663,2020-01-08 07:58:47.000,DSL,41045.371,41153.105,54.007333
Jumbo 663,2020-01-08 06:59:57.000,DSL,36754.444,36837.096,54.906333
Jumbo 663,2020-01-08 05:58:27.000,DSL,37686.945,37773.704,54.811666
Jumbo 663,2020-01-08 04:59:37.000,DSL,38557.602,38648.771,54.713666
Jumbo 663,2020-01-08 03:56:47.000,DSL,39868.671,39965.41,54.644
Jumbo 663,2020-01-08 02:57:37.000,DSL,40175.382,40273.996,54.596666
Jumbo 663,2020-01-08 01:58:37.000,DSL,40511.47,40612.173,54.543666
Jumbo 663,2020-01-08 00:57:37.000,DSL,40639.119,40740.926,54.507666
Jumbo 663,2020-01-07 23:57:27.000,DSL,41291.619,41397.219,54.423333
Jumbo 663,2020-01-07 22:58:47.000,DSL,41742.415,41851.048,54.345333
Jumbo 663,2020-01-07 21:55:27.000,DSL,42102.989,42215.375,54.216
Jumbo 663,2020-01-07 20:59:57.000,DSL,43359.613,43477.258,54.172333
Jumbo 663,2020-01-07 19:58:37.000,DSL,37885.171,37973.218,54.800666
Jumbo 663,2020-01-07 18:57:57.000,DSL,37946.25,38035.33,54.699666
Jumbo 663,2020-01-07 17:59:27.000,DSL,38794.704,38888.23,54.557
Jumbo 663,2020-01-07 16:59:47.000,DSL,40527.249,40629.617,54.336333
Jumbo 663,2020-01-07 15:59:07.000,DSL,42770.794,42880.949,54.319666
Jumbo 663,2020-01-07 14:59:47.000,DSL,44372.622,44490.94,54.178333
Jumbo 663,2020-01-07 13:59:47.000,DSL,38850.408,38944.308,54.508666
Jumbo 663,2020-01-07 12:57:27.000,DSL,42748.284,42856.495,54.319
Jumbo 663,2020-01-07 11:58:27.000,DSL,44791.095,44908.134,54.184333
Jumbo 663,2020-01-07 10:58:07.000,DSL,40376.283,40469.098,54.780666
Jumbo 663,2020-01-07 09:56:07.000,DSL,42346.848,42447.605,54.596333
Jumbo 663,2020-01-07 08:59:47.000,DSL,36182.879,36247.19,55.940666
Jumbo 663,2020-01-07 07:58:27.000,DSL,37888.041,37957.664,55.825333
Jumbo 663,2020-01-07 06:57:08.000,DSL,39847.856,39923.922,55.685333
Jumbo 663,2020-01-07 05:59:17.000,DSL,40437.343,40515.77,55.618666
Jumbo 663,2020-01-07 04:58:27.000,DSL,40963.123,41044.082,55.529
Jumbo 663,2020-01-07 03:59:57.000,DSL,41362.404,41445.046,55.481333
Jumbo 663,2020-01-07 02:57:27.000,DSL,41716.2,41800.553,55.436666
Jumbo 663,2020-01-07 01:57:07.000,DSL,41813.01,41898.431,55.380666
Jumbo 663,2020-01-07 00:59:17.000,DSL,42247.3,42334.83,55.316333
Jumbo 663,2020-01-06 23:56:27.000,DSL,42922.081,43012.616,55.241333
Jumbo 663,2020-01-06 22:57:37.000,DSL,43206.678,43298.553,55.204333
Jumbo 663,2020-01-06 21:55:27.000,DSL,43588.532,43682.696,55.125666
Jumbo 663,2020-01-06 20:58:37.000,DSL,44380.585,44477.947,55.058333
Jumbo 663,2020-01-06 19:59:07.000,DSL,44965.532,45066.494,54.945666
Jumbo 663,2020-01-06 18:57:57.000,DSL,45851.571,45956.631,54.849333
Jumbo 663,2020-01-06 17:59:57.000,DSL,47093.205,47203.878,54.758333
Jumbo 663,2020-01-06 16:59:38.000,DSL,48901.022,49018.967,54.714333
Jumbo 663,2020-01-06 15:59:17.000,DSL,42819.094,42915.71,54.882666
Jumbo 663,2020-01-06 14:58:07.000,DSL,44154.655,44256.551,54.780333
Jumbo 663,2020-01-06 13:59:57.000,DSL,45166.136,45273.114,54.640666
Jumbo 663,2020-01-06 12:59:57.000,DSL,47254.321,47369.411,54.507
Jumbo 663,2020-01-06 11:59:27.000,DSL,48547.411,48668.36,54.398
Jumbo 663,2020-01-06 10:58:28.000,DSL,42080.542,42170.906,55.159
Jumbo 663,2020-01-06 09:56:57.000,DSL,43963.891,44062.153,55.042666
Jumbo 663,2020-01-06 08:59:57.000,DSL,44717.314,44819.254,54.976666
Jumbo 663,2020-01-06 07:59:17.000,DSL,45204.83,45309.507,54.917333
Jumbo 663,2020-01-06 06:59:58.000,DSL,46627.97,46739.056,54.824333
Jumbo 663,2020-01-06 05:59:08.000,DSL,47776.152,47892.091,54.767666
Jumbo 663,2020-01-06 04:57:28.000,DSL,48573.94,48694.534,54.672333
Jumbo 663,2020-01-06 03:59:07.000,DSL,41413.56,41496.281,55.497666
Jumbo 663,2020-01-06 02:59:38.000,DSL,41842.799,41927.113,55.469
Jumbo 663,2020-01-06 01:59:28.000,DSL,42272.103,42358.632,55.397
Jumbo 663,2020-01-06 00:58:47.000,DSL,42601.414,42689.529,55.356333
Jumbo 663,2020-01-05 23:57:27.000,DSL,42902.027,42992.11,55.283666
Jumbo 663,2020-01-05 22:58:27.000,DSL,42909.563,43000.357,55.246333
Jumbo 663,2020-01-05 21:59:28.000,DSL,43557.266,43650.698,55.188
Jumbo 663,2020-01-05 20:56:27.000,DSL,43899.636,43994.781,55.136666
Jumbo 663,2020-01-05 19:59:37.000,DSL,44459.284,44557.406,55.050333
Jumbo 663,2020-01-05 18:59:57.000,DSL,45333.79,45436.286,54.930333
Jumbo 663,2020-01-05 17:58:47.000,DSL,46242.783,46349.636,54.816
Jumbo 663,2020-01-05 16:59:27.000,DSL,47339.232,47450.772,54.716666
Jumbo 663,2020-01-05 15:59:57.000,DSL,48174.571,48289.925,54.635666
Jumbo 663,2020-01-05 14:59:08.000,DSL,49307.954,49428.672,54.516666
Jumbo 663,2020-01-05 13:59:07.000,DSL,50711.396,50838.358,54.399
Jumbo 663,2020-01-05 12:59:17.000,DSL,51263.376,51394.846,54.238
Jumbo 663,2020-01-05 11:59:17.000,DSL,44506.057,44609.337,54.885
Jumbo 663,2020-01-05 10:59:57.000,DSL,45510.617,45618.844,54.798
Jumbo 663,2020-01-05 09:57:27.000,DSL,38510.053,38583.546,55.614333
Jumbo 663,2020-01-05 08:59:27.000,DSL,39099.036,39174.306,55.57
Jumbo 663,2020-01-05 07:58:07.000,DSL,39889.764,39968.695,55.446333
Jumbo 663,2020-01-05 06:57:27.000,DSL,40292.518,40373.155,55.395666
Jumbo 663,2020-01-05 05:59:57.000,DSL,40801.668,40884.646,55.309
Jumbo 663,2020-01-05 04:55:27.000,DSL,41059.912,41144.837,55.236666
Jumbo 663,2020-01-05 03:56:27.000,DSL,41222.915,41309.098,55.185333
Jumbo 663,2020-01-05 02:57:47.000,DSL,40321.282,40398.85,55.501666
Jumbo 663,2020-01-05 01:58:07.000,DSL,33957.647,34007.095,56.639333
Jumbo 663,2020-01-05 00:56:27.000,DSL,34108.213,34158.26,56.614666
Jumbo 663,2020-01-04 23:59:37.000,DSL,34418.577,34469.849,56.565
Jumbo 663,2020-01-04 22:59:37.000,DSL,34967.698,35020.834,56.508666
Jumbo 663,2020-01-04 21:59:37.000,DSL,35453.106,35508.078,56.442333
Jumbo 663,2020-01-04 20:59:37.000,DSL,35793.75,35849.924,56.402666
Jumbo 663,2020-01-04 19:58:57.000,DSL,36728.32,36788.098,56.283333
Jumbo 663,2020-01-04 18:59:27.000,DSL,37361.51,37423.719,56.2
Jumbo 663,2020-01-04 17:59:38.000,DSL,38218.668,38284.298,56.092333
Jumbo 663,2020-01-04 16:59:57.000,DSL,39065.526,39134.487,56.013333
Jumbo 663,2020-01-04 15:58:17.000,DSL,40169.161,40242.223,55.957666
Jumbo 663,2020-01-04 14:59:27.000,DSL,40854.405,40930.6,55.894
Jumbo 663,2020-01-04 13:59:07.000,DSL,41814.445,41894.584,55.832333
Jumbo 663,2020-01-04 12:59:57.000,DSL,42533.021,42616.728,55.756
Jumbo 663,2020-01-04 11:58:27.000,DSL,43720.029,43808.687,55.683
Jumbo 663,2020-01-04 10:59:27.000,DSL,45120.866,45215.025,55.616666
Jumbo 663,2020-01-04 09:59:57.000,DSL,37931.019,37992.793,56.282
Jumbo 663,2020-01-04 08:58:47.000,DSL,39246.95,39312.705,56.214333
Jumbo 663,2020-01-04 07:59:47.000,DSL,40510.258,40580.327,56.149333
Jumbo 663,2020-01-04 06:58:47.000,DSL,40783.07,40854.59,56.108666
Jumbo 663,2020-01-04 05:59:57.000,DSL,41582.287,41657.489,56.022666
Jumbo 663,2020-01-04 04:58:27.000,DSL,41945.282,42023.06,55.937666
Jumbo 663,2020-01-04 03:55:37.000,DSL,42049.833,42126.893,55.989333
Jumbo 663,2020-01-04 02:59:27.000,DSL,42144.506,42222.431,55.957333
Jumbo 663,2020-01-04 01:58:47.000,DSL,42619.356,42699.64,55.900666
Jumbo 663,2020-01-04 00:58:37.000,DSL,43014.02,43095.999,55.867666
Jumbo 663,2020-01-03 23:58:37.000,DSL,42506.079,42585.784,55.912333
Jumbo 663,2020-01-03 22:57:27.000,DSL,36109.394,36167.89,56.167666
Jumbo 663,2020-01-03 21:58:47.000,DSL,37189.603,37252.299,56.061333
Jumbo 663,2020-01-03 20:59:58.000,DSL,37678.758,37743.079,56.036
Jumbo 663,2020-01-03 19:59:27.000,DSL,30553.231,30593.742,56.889666
Jumbo 663,2020-01-03 18:59:37.000,DSL,31460.263,31503.69,56.786666
Jumbo 663,2020-01-03 17:59:17.000,DSL,32349.632,32396.018,56.667666
Jumbo 663,2020-01-03 16:59:58.000,DSL,33636.12,33686.769,56.507333
Jumbo 663,2020-01-03 15:58:58.000,DSL,34612.486,34666.62,56.366333
Jumbo 663,2020-01-03 14:59:17.000,DSL,36269.095,36328.602,56.204
Jumbo 663,2020-01-03 13:58:57.000,DSL,36875.72,36937.509,56.134
Jumbo 663,2020-01-03 12:58:07.000,DSL,38851.76,38920.015,55.965
Jumbo 663,2020-01-03 11:59:58.000,DSL,41519.764,41596.478,55.832666
Jumbo 663,2020-01-03 10:58:57.000,DSL,43325.856,43409.971,55.722666
Jumbo 663,2020-01-03 09:59:37.000,DSL,45488.085,45580.312,55.637666
Jumbo 663,2020-01-03 08:57:50.000,DSL,47501.147,47601.219,55.55
Jumbo 663,2020-01-03 07:58:28.000,DSL,40943.218,41021.039,55.683
Jumbo 663,2020-01-03 06:59:27.000,DSL,41994.612,42076.911,55.562333
Jumbo 663,2020-01-03 05:59:28.000,DSL,42921.841,43008.367,55.431
Jumbo 663,2020-01-03 04:59:37.000,DSL,43382.069,43470.938,55.344
Jumbo 663,2020-01-03 03:59:37.000,DSL,44119.362,44211.518,55.262
Jumbo 663,2020-01-03 02:55:57.000,DSL,44261.962,44355.278,55.225
Jumbo 663,2020-01-03 01:56:27.000,DSL,45101.992,45199.407,55.113666
Jumbo 663,2020-01-03 00:58:27.000,DSL,45469.268,45568.692,55.065
Jumbo 663,2020-01-02 23:58:27.000,DSL,45575.373,45675.58,55.042333
Jumbo 663,2020-01-02 22:58:37.000,DSL,46998.705,47105.393,54.951666
Jumbo 663,2020-01-02 21:59:27.000,DSL,47553.247,47662.628,54.910666
Jumbo 663,2020-01-02 20:59:27.000,DSL,48307.073,48420.172,54.867666
Jumbo 663,2020-01-02 19:57:27.000,DSL,47629.644,47738.949,55.112666
Jumbo 663,2020-01-02 18:59:28.000,DSL,42147.421,42236.214,55.235666
Jumbo 663,2020-01-02 17:59:57.000,DSL,42880.851,42973.414,55.155333
Jumbo 663,2020-01-02 16:59:27.000,DSL,44145.431,44243.869,55.064666
Jumbo 663,2020-01-02 15:59:17.000,DSL,44800.08,44902.355,54.980666
Jumbo 663,2020-01-02 14:59:17.000,DSL,45824.924,45931.836,54.919
Jumbo 663,2020-01-02 13:59:27.000,DSL,47552.788,47667.429,54.824333
Jumbo 663,2020-01-02 12:59:47.000,DSL,41373.376,41459.919,55.246333
Jumbo 663,2020-01-02 11:59:47.000,DSL,42426.191,42517.44,55.120666
Jumbo 663,2020-01-02 10:59:57.000,DSL,44734.52,44834.462,54.978
Jumbo 663,2020-01-02 09:57:57.000,DSL,45455.449,45559.24,54.890666
Jumbo 663,2020-01-02 08:57:27.000,DSL,46580.945,46689.645,54.83
Jumbo 663,2020-01-02 07:58:27.000,DSL,48061.481,48177.013,54.837
Jumbo 663,2020-01-02 06:56:47.000,DSL,41594.521,41680.927,55.364
Jumbo 663,2020-01-02 05:58:27.000,DSL,42529.298,42619.918,55.287333
Jumbo 663,2020-01-02 04:57:27.000,DSL,42925.129,43018.392,55.213666
Jumbo 663,2020-01-02 03:59:17.000,DSL,43394.406,43490.049,55.163333
Jumbo 663,2020-01-02 02:56:27.000,DSL,43775.122,43872.349,55.14
Jumbo 663,2020-01-02 01:57:27.000,DSL,44049.268,44148.233,55.093666
Jumbo 663,2020-01-02 00:59:37.000,DSL,44246.14,44346.424,55.057666
Jumbo 663,2020-01-01 23:57:27.000,DSL,44667.968,44770.655,55.002666
Jumbo 663,2020-01-01 22:58:17.000,DSL,44850.328,44954.643,54.951
Jumbo 663,2020-01-01 21:59:27.000,DSL,37974.869,38046.254,55.700666
Jumbo 663,2020-01-01 20:55:27.000,DSL,37309.018,37379.122,55.672
Jumbo 663,2020-01-01 19:59:57.000,DSL,37350.723,37421.574,55.633666
Jumbo 663,2020-01-01 18:59:27.000,DSL,38089.398,38163.617,55.552
Jumbo 663,2020-01-01 17:59:37.000,DSL,38955.131,39033.174,55.468
Jumbo 663,2020-01-01 16:59:47.000,DSL,31962.882,32013.878,56.337
Jumbo 663,2020-01-01 15:58:37.000,DSL,32855.09,32909.537,56.206666
Jumbo 663,2020-01-01 14:58:47.000,DSL,33514.961,33572.292,56.095333
Jumbo 663,2020-01-01 13:59:27.000,DSL,34214.274,34274.57,55.981666
