,Date,Inventory,Sales,After Sales,Load Count,Total Gallons Delivered,Day,Is Public Holiday,Temp-F,Month,Season,Demand,Sales % of Inventory,Average Load Volume,Average Sales per load,Inventory Turnover,Days of Inventory on Hand,Sales Growth Rate
365,2020-06-23,32944.34,30262.31,2682.03,1,32664,Tuesday,False,79.3,6,Summer,30262.31,91.86,32664.0,30262.31,0.92,1.09,8.73
366,2020-06-24,23814.679,23192.54,622.14,2,29821,Wednesday,False,71.1,6,Summer,23192.54,97.39,14910.5,11596.27,0.97,1.03,-23.36
367,2020-06-25,30082.196,25454.0,4628.2,3,32702,Thursday,False,73.5,6,Summer,25454.0,84.61,10900.67,8484.67,0.85,1.18,9.75
368,2020-06-26,23585.243,27152.2,-3566.96,3,38159,Friday,False,77.6,6,Summer,27152.2,115.12,12719.67,9050.73,1.15,0.87,6.67
369,2020-06-27,20294.411,23239.71,-2945.3,3,33587,Saturday,False,76.3,6,Summer,23239.71,114.51,11195.67,7746.57,1.15,0.87,-14.41
370,2020-06-28,40163.706,28810.67,11353.04,3,39867,Sunday,False,79.9,6,Summer,28810.67,71.73,13289.0,9603.56,0.72,1.39,23.97
371,2020-06-29,42616.849,25980.46,16636.39,3,28661,Monday,False,72.8,6,Summer,25980.46,60.96,9553.67,8660.15,0.61,1.64,-9.82
372,2020-06-30,44025.542,30760.57,13264.97,3,26123,Tuesday,False,78.0,6,Summer,30760.57,69.87,8707.67,10253.52,0.7,1.43,18.4
373,2020-07-01,27740.465,25605.87,2134.6,4,24758,Wednesday,False,72.8,7,Summer,25605.87,92.31,6189.5,6401.47,0.92,1.08,-16.76
374,2020-07-02,31106.089,22154.51,8951.58,3,29927,Thursday,False,76.7,7,Summer,22154.51,71.22,9975.67,7384.84,0.71,1.4,-13.48
375,2020-07-03,43374.591,21379.3,21995.29,4,35650,Friday,False,72.3,7,Summer,21379.3,49.29,8912.5,5344.82,0.49,2.03,-3.5
376,2020-07-04,36721.811,16683.01,20038.8,4,28034,Saturday,True,78.3,7,Summer,16683.01,45.43,7008.5,4170.75,0.45,2.2,-21.97
377,2020-07-05,37788.443,16690.5,21097.94,2,34838,Sunday,False,74.7,7,Summer,16690.5,44.17,17419.0,8345.25,0.44,2.26,0.04
378,2020-07-06,31204.672,31393.42,-188.75,2,35197,Monday,False,75.6,7,Summer,31393.42,100.6,17598.5,15696.71,1.01,0.99,88.09
379,2020-07-07,28786.416,22788.6,5997.82,3,42824,Tuesday,False,71.8,7,Summer,22788.6,79.16,14274.67,7596.2,0.79,1.26,-27.41
380,2020-07-08,39241.979,21858.89,17383.09,4,30262,Wednesday,False,74.6,7,Summer,21858.89,55.7,7565.5,5464.72,0.56,1.8,-4.08
381,2020-07-09,31820.97,23376.12,8444.85,3,31767,Thursday,False,72.9,7,Summer,23376.12,73.46,10589.0,7792.04,0.73,1.36,6.94
382,2020-07-10,30941.435,26580.25,4361.19,4,35447,Friday,False,75.3,7,Summer,26580.25,85.91,8861.75,6645.06,0.86,1.16,13.71
383,2020-07-11,41269.281,32284.52,8984.76,2,29702,Saturday,False,74.5,7,Summer,32284.52,78.23,14851.0,16142.26,0.78,1.28,21.46
384,2020-07-12,38484.714,25822.32,12662.39,4,42172,Sunday,False,77.9,7,Summer,25822.32,67.1,10543.0,6455.58,0.67,1.49,-20.02
385,2020-07-13,30461.817,27327.21,3134.61,4,41367,Monday,False,78.5,7,Summer,27327.21,89.71,10341.75,6831.8,0.9,1.11,5.83
386,2020-07-14,37025.135,32491.58,4533.56,4,32121,Tuesday,False,74.1,7,Summer,32491.58,87.76,8030.25,8122.9,0.88,1.14,18.9
387,2020-07-15,28283.779,30231.29,-1947.51,3,35750,Wednesday,False,72.3,7,Summer,30231.29,106.89,11916.67,10077.1,1.07,0.94,-6.96
388,2020-07-16,43197.091,18668.01,24529.08,5,28808,Thursday,False,70.7,7,Summer,18668.01,43.22,5761.6,3733.6,0.43,2.31,-38.25
389,2020-07-17,25972.953,26915.5,-942.55,5,34238,Friday,False,79.7,7,Summer,26915.5,103.63,6847.6,5383.1,1.04,0.96,44.18
390,2020-07-18,44996.763,24889.49,20107.27,2,38129,Saturday,False,73.3,7,Summer,24889.49,55.31,19064.5,12444.74,0.55,1.81,-7.53
391,2020-07-19,23467.733,35075.81,-11608.08,3,37629,Sunday,False,78.8,7,Summer,35075.81,149.46,12543.0,11691.94,1.49,0.67,40.93
392,2020-07-20,36231.253,19324.44,16906.81,4,33762,Monday,False,75.2,7,Summer,19324.44,53.34,8440.5,4831.11,0.53,1.87,-44.91
393,2020-07-21,44746.351,24609.75,20136.6,4,36439,Tuesday,False,74.5,7,Summer,24609.75,55.0,9109.75,6152.44,0.55,1.82,27.35
394,2020-07-22,38078.935,31184.58,6894.35,2,34221,Wednesday,False,76.0,7,Summer,31184.58,81.89,17110.5,15592.29,0.82,1.22,26.72
395,2020-07-23,20150.63,25872.44,-5721.81,3,28755,Thursday,False,79.5,7,Summer,25872.44,128.4,9585.0,8624.15,1.28,0.78,-17.03
396,2020-07-24,38863.057,24106.44,14756.62,3,30838,Friday,False,71.3,7,Summer,24106.44,62.03,10279.33,8035.48,0.62,1.61,-6.83
397,2020-07-25,20089.436,25248.11,-5158.67,4,40113,Saturday,False,73.8,7,Summer,25248.11,125.68,10028.25,6312.03,1.26,0.8,4.74
398,2020-07-26,33687.283,28565.26,5122.02,3,24273,Sunday,False,72.8,7,Summer,28565.26,84.8,8091.0,9521.75,0.85,1.18,13.14
399,2020-07-27,32539.601,25836.92,6702.68,4,44113,Monday,False,72.7,7,Summer,25836.92,79.4,11028.25,6459.23,0.79,1.26,-9.55
400,2020-07-28,42403.514,17278.89,25124.62,3,41374,Tuesday,False,78.7,7,Summer,17278.89,40.75,13791.33,5759.63,0.41,2.45,-33.12
401,2020-07-29,28452.016,24911.11,3540.91,3,38006,Wednesday,False,73.6,7,Summer,24911.11,87.55,12668.67,8303.7,0.88,1.14,44.17
402,2020-07-30,36912.667,31521.96,5390.71,3,25246,Thursday,False,74.7,7,Summer,31521.96,85.4,8415.33,10507.32,0.85,1.17,26.54
403,2020-07-31,43279.605,22223.01,21056.6,3,22841,Friday,False,73.2,7,Summer,22223.01,51.35,7613.67,7407.67,0.51,1.95,-29.5
404,2020-08-01,21292.925,28280.38,-6987.46,2,26503,Saturday,False,74.2,8,Summer,28280.38,132.82,13251.5,14140.19,1.33,0.75,27.26
405,2020-08-02,38058.135,22756.09,15302.05,2,41412,Sunday,False,78.0,8,Summer,22756.09,59.79,20706.0,11378.04,0.6,1.67,-19.53
406,2020-08-03,40799.217,22066.69,18732.53,4,28940,Monday,False,79.1,8,Summer,22066.69,54.09,7235.0,5516.67,0.54,1.85,-3.03
407,2020-08-04,29371.352,27323.78,2047.57,5,43225,Tuesday,False,75.7,8,Summer,27323.78,93.03,8645.0,5464.76,0.93,1.07,23.82
408,2020-08-05,27367.226,27235.05,132.18,3,37719,Wednesday,False,71.8,8,Summer,27235.05,99.52,12573.0,9078.35,1.0,1.0,-0.32
409,2020-08-06,31660.362,22741.58,8918.78,4,28439,Thursday,False,70.9,8,Summer,22741.58,71.83,7109.75,5685.4,0.72,1.39,-16.5
410,2020-08-07,31437.42,26286.97,5150.45,2,33143,Friday,False,72.4,8,Summer,26286.97,83.62,16571.5,13143.48,0.84,1.2,15.59
411,2020-08-08,20520.311,17819.86,2700.45,3,37965,Saturday,False,74.8,8,Summer,17819.86,86.84,12655.0,5939.95,0.87,1.15,-32.21
412,2020-08-09,29881.3,29020.7,860.6,5,33090,Sunday,False,75.3,8,Summer,29020.7,97.12,6618.0,5804.14,0.97,1.03,62.86
413,2020-08-10,32217.443,35455.57,-3238.13,4,38070,Monday,False,72.0,8,Summer,35455.57,110.05,9517.5,8863.89,1.1,0.91,22.17
414,2020-08-11,24801.021,24844.21,-43.19,2,32800,Tuesday,False,77.4,8,Summer,24844.21,100.17,16400.0,12422.1,1.0,1.0,-29.93
415,2020-08-12,35935.938,30044.0,5891.94,2,35236,Wednesday,False,78.7,8,Summer,30044.0,83.6,17618.0,15022.0,0.84,1.2,20.93
416,2020-08-13,25423.4,27056.33,-1632.93,3,34665,Thursday,False,75.6,8,Summer,27056.33,106.42,11555.0,9018.78,1.06,0.94,-9.94
417,2020-08-14,26764.972,16020.89,10744.08,3,30459,Friday,False,78.6,8,Summer,16020.89,59.86,10153.0,5340.3,0.6,1.67,-40.79
418,2020-08-15,21160.79,32964.53,-11803.74,2,37451,Saturday,False,73.3,8,Summer,32964.53,155.78,18725.5,16482.26,1.56,0.64,105.76
419,2020-08-16,23330.786,19668.2,3662.59,5,32667,Sunday,False,80.0,8,Summer,19668.2,84.3,6533.4,3933.64,0.84,1.19,-40.34
420,2020-08-17,31119.882,29226.06,1893.82,2,38480,Monday,False,76.4,8,Summer,29226.06,93.91,19240.0,14613.03,0.94,1.06,48.6
421,2020-08-18,26826.411,29470.92,-2644.51,3,28971,Tuesday,False,78.7,8,Summer,29470.92,109.86,9657.0,9823.64,1.1,0.91,0.84
422,2020-08-19,31577.953,25506.55,6071.4,3,26012,Wednesday,False,74.9,8,Summer,25506.55,80.77,8670.67,8502.18,0.81,1.24,-13.45
423,2020-08-20,29041.239,25825.01,3216.23,2,35333,Thursday,False,71.1,8,Summer,25825.01,88.93,17666.5,12912.5,0.89,1.12,1.25
424,2020-08-21,44352.086,31078.78,13273.31,3,29104,Friday,False,79.0,8,Summer,31078.78,70.07,9701.33,10359.59,0.7,1.43,20.34
425,2020-08-22,29364.566,27999.69,1364.88,2,32750,Saturday,False,71.0,8,Summer,27999.69,95.35,16375.0,13999.84,0.95,1.05,-9.91
426,2020-08-23,21806.779,26500.21,-4693.43,4,40277,Sunday,False,71.2,8,Summer,26500.21,121.52,10069.25,6625.05,1.22,0.82,-5.36
427,2020-08-24,23124.968,34932.88,-11807.91,2,30127,Monday,False,74.6,8,Summer,34932.88,151.06,15063.5,17466.44,1.51,0.66,31.82
428,2020-08-25,39247.784,30099.45,9148.33,1,35198,Tuesday,False,74.9,8,Summer,30099.45,76.69,35198.0,30099.45,0.77,1.3,-13.84
429,2020-08-26,26576.072,27003.28,-427.21,1,31393,Wednesday,False,73.1,8,Summer,27003.28,101.61,31393.0,27003.28,1.02,0.98,-10.29
430,2020-08-27,40691.901,25992.42,14699.48,3,37029,Thursday,False,77.1,8,Summer,25992.42,63.88,12343.0,8664.14,0.64,1.57,-3.74
431,2020-08-28,44459.322,24187.4,20271.92,2,36004,Friday,False,72.8,8,Summer,24187.4,54.4,18002.0,12093.7,0.54,1.84,-6.94
432,2020-08-29,38580.924,19747.72,18833.2,4,35095,Saturday,False,72.4,8,Summer,19747.72,51.19,8773.75,4936.93,0.51,1.95,-18.36
433,2020-08-30,41281.165,24138.33,17142.84,2,38511,Sunday,False,71.2,8,Summer,24138.33,58.47,19255.5,12069.16,0.58,1.71,22.23
434,2020-08-31,30389.851,32867.48,-2477.63,2,24357,Monday,False,78.7,8,Summer,32867.48,108.15,12178.5,16433.74,1.08,0.92,36.16
435,2020-09-01,28794.97,28581.22,213.75,3,44193,Tuesday,False,74.2,9,Autumn,28581.22,99.26,14731.0,9527.07,0.99,1.01,-13.04
436,2020-09-02,40844.236,30623.45,10220.79,2,27260,Wednesday,True,80.0,9,Autumn,30623.45,74.98,13630.0,15311.72,0.75,1.33,7.15
437,2020-09-03,31556.296,27469.52,4086.78,3,34373,Thursday,False,78.8,9,Autumn,27469.52,87.05,11457.67,9156.51,0.87,1.15,-10.3
438,2020-09-04,20661.257,18367.53,2293.73,3,34888,Friday,False,74.0,9,Autumn,18367.53,88.9,11629.33,6122.51,0.89,1.12,-33.13
439,2020-09-05,35651.46,13252.35,22399.11,3,37078,Saturday,False,75.7,9,Autumn,13252.35,37.17,12359.33,4417.45,0.37,2.69,-27.85
440,2020-09-06,35602.84,24647.76,10955.08,4,40097,Sunday,False,79.0,9,Autumn,24647.76,69.23,10024.25,6161.94,0.69,1.44,85.99
441,2020-09-07,21298.387,26936.0,-5637.61,3,26233,Monday,False,77.8,9,Autumn,26936.0,126.47,8744.33,8978.67,1.26,0.79,9.28
442,2020-09-08,43415.285,28876.58,14538.71,3,33745,Tuesday,False,78.7,9,Autumn,28876.58,66.51,11248.33,9625.53,0.67,1.5,7.2
443,2020-09-09,31318.658,26965.41,4353.25,4,34112,Wednesday,False,77.5,9,Autumn,26965.41,86.1,8528.0,6741.35,0.86,1.16,-6.62
444,2020-09-10,36882.413,27082.94,9799.47,4,37146,Thursday,False,79.2,9,Autumn,27082.94,73.43,9286.5,6770.74,0.73,1.36,0.44
445,2020-09-11,43545.874,31448.37,12097.5,2,35915,Friday,False,74.6,9,Autumn,31448.37,72.22,17957.5,15724.18,0.72,1.38,16.12
446,2020-09-12,29564.449,34912.06,-5347.61,2,31235,Saturday,False,70.4,9,Autumn,34912.06,118.09,15617.5,17456.03,1.18,0.85,11.01
447,2020-09-13,22426.583,29407.85,-6981.27,3,37088,Sunday,False,71.6,9,Autumn,29407.85,131.13,12362.67,9802.62,1.31,0.76,-15.77
448,2020-09-14,40260.897,32370.96,7889.94,3,19966,Monday,False,74.0,9,Autumn,32370.96,80.4,6655.33,10790.32,0.8,1.24,10.08
449,2020-09-15,36380.757,28502.01,7878.75,2,38599,Tuesday,False,79.5,9,Autumn,28502.01,78.34,19299.5,14251.0,0.78,1.28,-11.95
450,2020-09-16,20234.796,30707.39,-10472.59,3,33310,Wednesday,False,72.0,9,Autumn,30707.39,151.76,11103.33,10235.8,1.52,0.66,7.74
451,2020-09-17,35371.938,24908.25,10463.69,6,33838,Thursday,False,78.0,9,Autumn,24908.25,70.42,5639.67,4151.38,0.7,1.42,-18.89
452,2020-09-18,44414.097,32387.88,12026.22,4,40269,Friday,False,73.5,9,Autumn,32387.88,72.92,10067.25,8096.97,0.73,1.37,30.03
453,2020-09-19,20000.901,22445.7,-2444.8,4,36631,Saturday,False,70.9,9,Autumn,22445.7,112.22,9157.75,5611.42,1.12,0.89,-30.7
454,2020-09-20,42963.55,22129.43,20834.12,2,37401,Sunday,False,73.4,9,Autumn,22129.43,51.51,18700.5,11064.72,0.52,1.94,-1.41
455,2020-09-21,29912.786,20976.59,8936.2,4,31398,Monday,False,72.4,9,Autumn,20976.59,70.13,7849.5,5244.15,0.7,1.43,-5.21
456,2020-09-22,37117.454,30238.54,6878.91,3,26470,Tuesday,False,73.5,9,Autumn,30238.54,81.47,8823.33,10079.51,0.81,1.23,44.15
457,2020-09-23,30179.447,20904.34,9275.11,3,38102,Wednesday,False,76.9,9,Autumn,20904.34,69.27,12700.67,6968.11,0.69,1.44,-30.87
458,2020-09-24,29434.385,23432.83,6001.55,4,32910,Thursday,False,76.9,9,Autumn,23432.83,79.61,8227.5,5858.21,0.8,1.26,12.1
459,2020-09-25,23549.151,26098.98,-2549.83,3,39082,Friday,False,71.5,9,Autumn,26098.98,110.83,13027.33,8699.66,1.11,0.9,11.38
460,2020-09-26,25772.04,24613.14,1158.9,1,36007,Saturday,False,75.6,9,Autumn,24613.14,95.5,36007.0,24613.14,0.96,1.05,-5.69
461,2020-09-27,42990.019,24530.0,18460.02,4,37544,Sunday,False,78.4,9,Autumn,24530.0,57.06,9386.0,6132.5,0.57,1.75,-0.34
462,2020-09-28,42838.46,29465.05,13373.41,4,40047,Monday,False,72.2,9,Autumn,29465.05,68.78,10011.75,7366.26,0.69,1.45,20.12
463,2020-09-29,30700.874,28502.86,2198.01,2,34928,Tuesday,False,71.2,9,Autumn,28502.86,92.84,17464.0,14251.43,0.93,1.08,-3.27
464,2020-09-30,29710.426,17843.25,11867.18,4,42772,Wednesday,False,79.2,9,Autumn,17843.25,60.06,10693.0,4460.81,0.6,1.67,-37.4
465,2020-10-01,34845.149,20030.31,14814.84,3,37863,Thursday,False,73.6,10,Autumn,20030.31,57.48,12621.0,6676.77,0.57,1.74,12.26
466,2020-10-02,23107.296,27499.59,-4392.29,4,38568,Friday,False,72.1,10,Autumn,27499.59,119.01,9642.0,6874.9,1.19,0.84,37.29
467,2020-10-03,43271.141,28542.65,14728.49,2,38179,Saturday,False,75.3,10,Autumn,28542.65,65.96,19089.5,14271.32,0.66,1.52,3.79
468,2020-10-04,33696.915,25153.41,8543.51,2,33073,Sunday,False,78.5,10,Autumn,25153.41,74.65,16536.5,12576.7,0.75,1.34,-11.87
469,2020-10-05,22377.97,18120.17,4257.8,1,33681,Monday,False,72.1,10,Autumn,18120.17,80.97,33681.0,18120.17,0.81,1.23,-27.96
470,2020-10-06,24851.34,32384.59,-7533.25,2,33530,Tuesday,False,77.0,10,Autumn,32384.59,130.31,16765.0,16192.3,1.3,0.77,78.72
471,2020-10-07,43450.297,24510.72,18939.58,2,34681,Wednesday,False,79.5,10,Autumn,24510.72,56.41,17340.5,12255.36,0.56,1.77,-24.31
472,2020-10-08,38213.133,20160.92,18052.21,3,40213,Thursday,False,79.7,10,Autumn,20160.92,52.76,13404.33,6720.31,0.53,1.9,-17.75
473,2020-10-09,38469.643,26510.59,11959.05,4,27254,Friday,False,73.2,10,Autumn,26510.59,68.91,6813.5,6627.65,0.69,1.45,31.49
474,2020-10-10,27584.595,28344.0,-759.4,5,32685,Saturday,False,75.2,10,Autumn,28344.0,102.75,6537.0,5668.8,1.03,0.97,6.92
475,2020-10-11,25074.675,13363.45,11711.22,2,31388,Sunday,False,76.5,10,Autumn,13363.45,53.29,15694.0,6681.72,0.53,1.88,-52.85
476,2020-10-12,20093.995,26589.68,-6495.69,3,29570,Monday,False,74.9,10,Autumn,26589.68,132.33,9856.67,8863.23,1.32,0.76,98.97
477,2020-10-13,44817.515,24417.05,20400.46,2,36052,Tuesday,False,73.1,10,Autumn,24417.05,54.48,18026.0,12208.52,0.54,1.84,-8.17
478,2020-10-14,23588.791,22113.01,1475.78,5,30043,Wednesday,True,70.3,10,Autumn,22113.01,93.74,6008.6,4422.6,0.94,1.07,-9.44
479,2020-10-15,26452.333,32083.93,-5631.6,3,32349,Thursday,False,76.0,10,Autumn,32083.93,121.29,10783.0,10694.64,1.21,0.82,45.09
480,2020-10-16,42196.394,13705.48,28490.91,4,33616,Friday,False,78.3,10,Autumn,13705.48,32.48,8404.0,3426.37,0.32,3.08,-57.28
481,2020-10-17,42915.627,25419.6,17496.03,3,31554,Saturday,False,76.9,10,Autumn,25419.6,59.23,10518.0,8473.2,0.59,1.69,85.47
482,2020-10-18,42967.055,27888.65,15078.4,2,30453,Sunday,False,75.8,10,Autumn,27888.65,64.91,15226.5,13944.32,0.65,1.54,9.71
483,2020-10-19,36468.744,23928.57,12540.17,3,29966,Monday,False,73.9,10,Autumn,23928.57,65.61,9988.67,7976.19,0.66,1.52,-14.2
484,2020-10-20,24402.229,28379.03,-3976.8,3,40485,Tuesday,False,71.6,10,Autumn,28379.03,116.3,13495.0,9459.68,1.16,0.86,18.6
485,2020-10-21,36377.324,27908.03,8469.29,1,27246,Wednesday,False,74.0,10,Autumn,27908.03,76.72,27246.0,27908.03,0.77,1.3,-1.66
486,2020-10-22,25291.625,25649.49,-357.87,3,29948,Thursday,False,75.9,10,Autumn,25649.49,101.41,9982.67,8549.83,1.01,0.99,-8.09
487,2020-10-23,26239.033,27928.16,-1689.13,3,36794,Friday,False,70.2,10,Autumn,27928.16,106.44,12264.67,9309.39,1.06,0.94,8.88
488,2020-10-24,35727.054,26422.41,9304.64,4,35835,Saturday,False,76.5,10,Autumn,26422.41,73.96,8958.75,6605.6,0.74,1.35,-5.39
489,2020-10-25,37215.237,22765.19,14450.05,3,22503,Sunday,False,73.7,10,Autumn,22765.19,61.17,7501.0,7588.4,0.61,1.63,-13.84
490,2020-10-26,29292.524,24331.33,4961.19,2,35210,Monday,False,76.7,10,Autumn,24331.33,83.06,17605.0,12165.66,0.83,1.2,6.88
491,2020-10-27,36841.163,27142.34,9698.82,3,29057,Tuesday,False,72.9,10,Autumn,27142.34,73.67,9685.67,9047.45,0.74,1.36,11.55
492,2020-10-28,39885.852,19231.67,20654.18,4,33170,Wednesday,False,70.7,10,Autumn,19231.67,48.22,8292.5,4807.92,0.48,2.07,-29.15
493,2020-10-29,37978.642,25601.87,12376.77,3,38256,Thursday,False,74.9,10,Autumn,25601.87,67.41,12752.0,8533.96,0.67,1.48,33.12
494,2020-10-30,33337.054,24398.44,8938.61,3,27423,Friday,False,71.2,10,Autumn,24398.44,73.19,9141.0,8132.81,0.73,1.37,-4.7
495,2020-10-31,27640.598,19481.31,8159.29,3,44224,Saturday,False,76.2,10,Autumn,19481.31,70.48,14741.33,6493.77,0.7,1.42,-20.15
496,2020-11-01,36684.902,14209.46,22475.44,1,28395,Sunday,False,73.7,11,Autumn,14209.46,38.73,28395.0,14209.46,0.39,2.58,-27.06
497,2020-11-02,34186.632,30606.13,3580.5,2,32902,Monday,False,76.9,11,Autumn,30606.13,89.53,16451.0,15303.06,0.9,1.12,115.39
498,2020-11-03,30487.731,29038.01,1449.72,1,42485,Tuesday,False,78.3,11,Autumn,29038.01,95.24,42485.0,29038.01,0.95,1.05,-5.12
499,2020-11-04,31318.068,25208.97,6109.1,2,40871,Wednesday,False,79.2,11,Autumn,25208.97,80.49,20435.5,12604.48,0.8,1.24,-13.19
500,2020-11-05,32806.294,20983.04,11823.25,4,35129,Thursday,False,71.8,11,Autumn,20983.04,63.96,8782.25,5245.76,0.64,1.56,-16.76
501,2020-11-06,39119.427,26925.95,12193.48,3,32509,Friday,False,74.8,11,Autumn,26925.95,68.83,10836.33,8975.32,0.69,1.45,28.32
502,2020-11-07,40794.707,27234.72,13559.99,3,37671,Saturday,False,70.9,11,Autumn,27234.72,66.76,12557.0,9078.24,0.67,1.5,1.15
503,2020-11-08,37310.399,21759.39,15551.01,4,37900,Sunday,False,73.3,11,Autumn,21759.39,58.32,9475.0,5439.85,0.58,1.71,-20.1
504,2020-11-09,31512.723,20759.83,10752.89,4,38810,Monday,False,71.1,11,Autumn,20759.83,65.88,9702.5,5189.96,0.66,1.52,-4.59
505,2020-11-10,27510.212,29232.47,-1722.26,2,33025,Tuesday,False,73.4,11,Autumn,29232.47,106.26,16512.5,14616.24,1.06,0.94,40.81
506,2020-11-11,31902.562,23565.44,8337.12,3,25699,Wednesday,True,78.0,11,Autumn,23565.44,73.87,8566.33,7855.15,0.74,1.35,-19.39
507,2020-11-12,20489.733,19466.44,1023.29,3,32318,Thursday,False,75.2,11,Autumn,19466.44,95.01,10772.67,6488.81,0.95,1.05,-17.39
508,2020-11-13,22407.84,19771.02,2636.82,3,34643,Friday,False,73.9,11,Autumn,19771.02,88.23,11547.67,6590.34,0.88,1.13,1.56
509,2020-11-14,24354.842,15930.26,8424.58,1,38438,Saturday,False,73.5,11,Autumn,15930.26,65.41,38438.0,15930.26,0.65,1.53,-19.43
510,2020-11-15,41758.939,23397.42,18361.52,4,31668,Sunday,False,72.7,11,Autumn,23397.42,56.03,7917.0,5849.36,0.56,1.78,46.87
511,2020-11-16,36018.181,25393.58,10624.6,2,34959,Monday,False,75.0,11,Autumn,25393.58,70.5,17479.5,12696.79,0.71,1.42,8.53
512,2020-11-17,44085.881,24839.48,19246.4,3,31382,Tuesday,False,71.0,11,Autumn,24839.48,56.34,10460.67,8279.83,0.56,1.77,-2.18
513,2020-11-18,22436.443,28526.49,-6090.05,2,26336,Wednesday,False,77.6,11,Autumn,28526.49,127.14,13168.0,14263.24,1.27,0.79,14.84
514,2020-11-19,42715.491,31215.82,11499.67,2,30309,Thursday,False,77.9,11,Autumn,31215.82,73.08,15154.5,15607.91,0.73,1.37,9.43
515,2020-11-20,28789.701,29832.26,-1042.56,6,38321,Friday,False,70.9,11,Autumn,29832.26,103.62,6386.83,4972.04,1.04,0.97,-4.43
516,2020-11-21,41183.669,18960.12,22223.55,4,29498,Saturday,False,78.4,11,Autumn,18960.12,46.04,7374.5,4740.03,0.46,2.17,-36.44
517,2020-11-22,44084.72,26555.33,17529.39,4,32216,Sunday,False,78.5,11,Autumn,26555.33,60.24,8054.0,6638.83,0.6,1.66,40.06
518,2020-11-23,26348.187,21798.24,4549.95,3,42811,Monday,False,79.5,11,Autumn,21798.24,82.73,14270.33,7266.08,0.83,1.21,-17.91
519,2020-11-24,37181.559,23849.67,13331.89,2,24591,Tuesday,False,72.3,11,Autumn,23849.67,64.14,12295.5,11924.84,0.64,1.56,9.41
520,2020-11-25,44076.229,29140.55,14935.68,3,33070,Wednesday,False,72.9,11,Autumn,29140.55,66.11,11023.33,9713.52,0.66,1.51,22.18
521,2020-11-26,44204.954,24808.65,19396.3,1,34610,Thursday,False,76.4,11,Autumn,24808.65,56.12,34610.0,24808.65,0.56,1.78,-14.87
522,2020-11-27,29305.199,26433.32,2871.88,3,30837,Friday,False,80.0,11,Autumn,26433.32,90.2,10279.0,8811.11,0.9,1.11,6.55
523,2020-11-28,41130.917,20691.73,20439.19,2,34602,Saturday,False,75.9,11,Autumn,20691.73,50.31,17301.0,10345.86,0.5,1.99,-21.72
524,2020-11-29,43128.113,17144.2,25983.91,2,30298,Sunday,False,71.1,11,Autumn,17144.2,39.75,15149.0,8572.1,0.4,2.52,-17.14
525,2020-11-30,26644.428,25803.5,840.93,3,33634,Monday,False,72.8,11,Autumn,25803.5,96.84,11211.33,8601.17,0.97,1.03,50.51
526,2020-12-01,28209.822,17692.69,10517.13,3,24690,Tuesday,False,79.9,12,Winter,17692.69,62.72,8230.0,5897.56,0.63,1.59,-31.43
527,2020-12-02,38882.417,21498.1,17384.32,1,28595,Wednesday,False,75.1,12,Winter,21498.1,55.29,28595.0,21498.1,0.55,1.81,21.51
528,2020-12-03,41045.544,21926.34,19119.2,2,36332,Thursday,False,71.8,12,Winter,21926.34,53.42,18166.0,10963.17,0.53,1.87,1.99
529,2020-12-04,36441.352,20200.57,16240.78,2,37414,Friday,False,72.6,12,Winter,20200.57,55.43,18707.0,10100.28,0.55,1.8,-7.87
530,2020-12-05,41523.48,28217.52,13305.96,2,27722,Saturday,False,77.7,12,Winter,28217.52,67.96,13861.0,14108.76,0.68,1.47,39.69
531,2020-12-06,38255.227,27700.27,10554.96,3,38653,Sunday,False,77.1,12,Winter,27700.27,72.41,12884.33,9233.42,0.72,1.38,-1.83
532,2020-12-07,33975.196,21542.29,12432.91,3,34550,Monday,False,70.4,12,Winter,21542.29,63.41,11516.67,7180.76,0.63,1.58,-22.23
533,2020-12-08,36473.142,21888.4,14584.74,3,45461,Tuesday,False,73.5,12,Winter,21888.4,60.01,15153.67,7296.13,0.6,1.67,1.61
534,2020-12-09,33268.608,29460.08,3808.53,4,33667,Wednesday,False,74.5,12,Winter,29460.08,88.55,8416.75,7365.02,0.89,1.13,34.59
535,2020-12-10,28150.158,33549.98,-5399.82,3,31069,Thursday,False,77.3,12,Winter,33549.98,119.18,10356.33,11183.33,1.19,0.84,13.88
536,2020-12-11,23150.785,22102.48,1048.31,3,35870,Friday,False,74.0,12,Winter,22102.48,95.47,11956.67,7367.49,0.95,1.05,-34.12
537,2020-12-12,34471.878,21731.01,12740.87,3,42234,Saturday,False,73.3,12,Winter,21731.01,63.04,14078.0,7243.67,0.63,1.59,-1.68
538,2020-12-13,44683.971,26859.24,17824.73,4,29449,Sunday,False,74.3,12,Winter,26859.24,60.11,7362.25,6714.81,0.6,1.66,23.6
539,2020-12-14,43520.718,30757.59,12763.13,2,35541,Monday,False,76.6,12,Winter,30757.59,70.67,17770.5,15378.8,0.71,1.41,14.51
540,2020-12-15,31530.948,21314.44,10216.51,2,29971,Tuesday,False,71.2,12,Winter,21314.44,67.6,14985.5,10657.22,0.68,1.48,-30.7
541,2020-12-16,28537.872,25595.71,2942.16,4,32446,Wednesday,False,71.7,12,Winter,25595.71,89.69,8111.5,6398.93,0.9,1.11,20.09
